"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Date vaccination data last updated"
"53A002","WY","100.0","74.1","12/12/2021"
"53A050","WY","85.0","69.4","12/12/2021"
"53A051","WY","77.3","74.4","12/12/2021"
"555004","CA","83.5","97.3","12/12/2021"
"555010","CA","78.7","100.0","12/12/2021"
"555011","CA","90.9","93.5","12/12/2021"
"555012","CA","94.8","99.3","12/12/2021"
"555016","CA","97.5","100.0","12/12/2021"
"555017","CA","67.5","77.3","12/12/2021"
"555019","CA","96.8","100.0","12/12/2021"
"555020","CA","93.3","99.8","12/12/2021"
"555021","CA","98.6","99.2","12/12/2021"
"555022","CA","100.0","72.7","12/12/2021"
"555023","CA","100.0","96.9","12/12/2021"
"555025","CA","91.1","95.2","12/12/2021"
"555027","CA","96.3","84.6","12/12/2021"
"555028","CA","95.0","97.9","12/12/2021"
"555030","CA","87.5","100.0","12/12/2021"
"555034","CA","100.0","100.0","12/12/2021"
"555035","CA","95.8","100.0","12/12/2021"
"555039","CA","92.2","97.7","12/12/2021"
"555040","CA","79.4","97.6","12/12/2021"
"555045","CA","89.6","90.7","12/12/2021"
"555049","CA","79.7","96.4","12/12/2021"
"555053","CA","78.8","95.2","12/12/2021"
"555054","CA","84.6","100.0","12/12/2021"
"555055","CA","89.1","100.0","12/12/2021"
"555057","CA","94.4","95.8","12/12/2021"
"555060","CA","96.3","100.0","12/12/2021"
"555061","CA","92.9","100.0","12/12/2021"
"555065","CA","81.7","97.1","12/12/2021"
"555066","CA","84.5","93.9","12/12/2021"
"555067","CA","90.7","100.0","12/12/2021"
"555068","CA","84.4","95.5","12/12/2021"
"555069","CA","92.7","98.4","12/12/2021"
"555070","CA","98.2","96.7","12/12/2021"
"555071","CA","94.1","95.5","12/12/2021"
"555074","CA","90.0","98.5","12/12/2021"
"555076","CA","81.0","89.8","12/12/2021"
"555080","CA","91.2","100.0","12/12/2021"
"555081","CA","94.5","97.8","12/12/2021"
"555082","CA","86.8","95.4","12/12/2021"
"555083","CA","89.7","80.6","12/12/2021"
"555084","CA","89.6","93.6","12/12/2021"
"555085","CA","92.7","94.9","12/12/2021"
"555086","CA","93.3","100.0","12/12/2021"
"555088","CA","0.0","100.0","12/12/2021"
"555089","CA","79.5","98.1","12/12/2021"
"555090","CA","93.3","97.8","12/12/2021"
"555093","CA","90.8","98.4","12/12/2021"
"555095","CA","98.8","95.3","12/12/2021"
"555096","CA","Not Available","Not Available","12/12/2021"
"555098","CA","96.9","96.8","12/12/2021"
"555099","CA","95.0","99.0","12/12/2021"
"555103","CA","84.5","96.8","12/12/2021"
"555104","CA","78.5","97.1","12/12/2021"
"555105","CA","92.1","100.0","12/12/2021"
"555106","CA","95.5","96.2","12/12/2021"
"555107","CA","92.9","100.0","12/12/2021"
"555108","CA","90.9","100.0","12/12/2021"
"555112","CA","91.1","99.0","12/12/2021"
"555113","CA","100.0","100.0","12/12/2021"
"555114","CA","83.5","100.0","12/12/2021"
"555115","CA","84.0","87.3","12/12/2021"
"555116","CA","Not Available","Not Available","12/12/2021"
"555117","CA","89.3","99.1","12/12/2021"
"555118","CA","76.9","90.8","12/12/2021"
"555119","CA","100.0","100.0","12/12/2021"
"555120","CA","82.6","92.5","12/12/2021"
"555122","CA","78.9","94.1","12/12/2021"
"555125","CA","60.0","70.2","12/12/2021"
"555126","CA","100.0","100.0","12/12/2021"
"555127","CA","98.1","100.0","12/12/2021"
"555128","CA","93.4","100.0","12/12/2021"
"555130","CA","94.8","100.0","12/12/2021"
"555132","CA","80.4","98.9","12/12/2021"
"555134","CA","84.3","99.1","12/12/2021"
"555135","CA","88.8","91.2","12/12/2021"
"555136","CA","94.9","97.2","12/12/2021"
"555137","CA","100.0","97.5","12/12/2021"
"555139","CA","88.9","100.0","12/12/2021"
"555140","CA","100.0","96.0","12/12/2021"
"555141","CA","90.7","97.3","12/12/2021"
"555143","CA","73.2","100.0","12/12/2021"
"555144","CA","97.6","99.0","12/12/2021"
"555146","CA","92.7","96.7","12/12/2021"
"555147","CA","78.6","77.8","12/12/2021"
"555151","CA","95.3","71.1","12/12/2021"
"555153","CA","95.2","87.9","12/12/2021"
"555156","CA","97.1","100.0","12/12/2021"
"555158","CA","90.7","99.1","12/12/2021"
"555160","CA","83.8","89.7","12/12/2021"
"555161","CA","80.0","92.1","12/12/2021"
"555162","CA","92.9","94.2","12/12/2021"
"555163","CA","90.8","98.9","12/12/2021"
"555164","CA","66.7","85.4","12/12/2021"
"555165","CA","87.5","94.0","12/12/2021"
"555168","CA","Not Available","Not Available","12/12/2021"
"555170","CA","83.8","91.0","12/12/2021"
"555179","CA","91.4","96.5","12/12/2021"
"555180","CA","78.9","86.2","12/12/2021"
"555184","CA","93.8","100.0","12/12/2021"
"555186","CA","85.5","100.0","12/12/2021"
"555187","CA","Not Available","Not Available","12/12/2021"
"555189","CA","100.0","0.0","12/12/2021"
"555190","CA","93.2","94.5","12/12/2021"
"555195","CA","62.0","82.4","12/12/2021"
"555199","CA","100.0","100.0","12/12/2021"
"555200","CA","94.4","90.8","12/12/2021"
"555204","CA","70.0","97.6","12/12/2021"
"555206","CA","80.3","90.8","12/12/2021"
"555207","CA","100.0","90.3","12/12/2021"
"555208","CA","80.5","87.8","12/12/2021"
"555209","CA","94.0","79.9","12/12/2021"
"555211","CA","95.7","97.6","12/12/2021"
"555213","CA","80.4","100.0","12/12/2021"
"555214","CA","89.4","98.8","12/12/2021"
"555216","CA","94.9","96.6","12/12/2021"
"555217","CA","100.0","100.0","12/12/2021"
"555218","CA","94.9","100.0","12/12/2021"
"555219","CA","79.0","86.1","12/12/2021"
"555220","CA","90.7","98.1","12/12/2021"
"555221","CA","81.8","79.7","12/12/2021"
"555222","CA","93.3","79.5","12/12/2021"
"555223","CA","87.5","83.8","12/12/2021"
"555226","CA","97.0","97.2","12/12/2021"
"555227","CA","94.1","98.9","12/12/2021"
"555229","CA","88.6","92.9","12/12/2021"
"555231","CA","95.5","89.1","12/12/2021"
"555235","CA","84.7","98.0","12/12/2021"
"555236","CA","84.0","94.8","12/12/2021"
"555237","CA","100.0","97.6","12/12/2021"
"555238","CA","Not Available","Not Available","12/12/2021"
"555240","CA","84.2","87.8","12/12/2021"
"555244","CA","94.3","99.0","12/12/2021"
"555245","CA","85.7","97.5","12/12/2021"
"555246","CA","90.9","98.4","12/12/2021"
"555247","CA","95.5","100.0","12/12/2021"
"555249","CA","76.4","96.8","12/12/2021"
"555251","CA","95.5","77.7","12/12/2021"
"555254","CA","97.5","89.1","12/12/2021"
"555255","CA","85.7","96.6","12/12/2021"
"555256","CA","71.5","95.8","12/12/2021"
"555257","CA","90.5","92.3","12/12/2021"
"555258","CA","100.0","100.0","12/12/2021"
"555259","CA","80.9","91.3","12/12/2021"
"555260","CA","92.8","99.1","12/12/2021"
"555261","CA","100.0","99.4","12/12/2021"
"555263","CA","94.8","100.0","12/12/2021"
"555265","CA","92.3","98.6","12/12/2021"
"555266","CA","100.0","98.2","12/12/2021"
"555268","CA","94.7","97.4","12/12/2021"
"555272","CA","Not Available","Not Available","12/12/2021"
"555273","CA","97.6","100.0","12/12/2021"
"555276","CA","100.0","98.6","12/12/2021"
"555281","CA","71.3","65.0","12/12/2021"
"555283","CA","80.0","69.7","12/12/2021"
"555286","CA","78.5","97.0","12/12/2021"
"555287","CA","92.5","99.0","12/12/2021"
"555290","CA","90.8","98.7","12/12/2021"
"555292","CA","100.0","93.0","12/12/2021"
"555295","CA","95.5","100.0","12/12/2021"
"555297","CA","58.7","86.8","12/12/2021"
"555301","CA","88.1","96.0","12/12/2021"
"555304","CA","67.5","72.1","12/12/2021"
"555306","CA","Not Available","Not Available","12/12/2021"
"555307","CA","74.5","92.8","12/12/2021"
"555308","CA","84.9","97.6","12/12/2021"
"555309","CA","97.8","98.7","12/12/2021"
"555312","CA","70.0","100.0","12/12/2021"
